state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases,geocoded_state
CO,,,state,2020/06/19,State of Emergency/Funds,start,"Policy_Details: Governor Polis issued Executive Order D 2020 109 to extend Executive Orders D 2020 003, D 2020 018, D 2020 032, D 2020 058, and D 2020 076 to extend state of emergency declared in Colorado and deployment of Colorado National Guard. This will also increase funds previously made available to CDPHE by $12,600,000 and the funds previously made available to the Colorado Department of Public Safety by $6,700,000 for COVID-19 response Phase Level: 2, Phase Details Source information: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20109%20Disaster%20Order%20Extension.pdf",sip_submission_form: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20109%20Disaster%20Order%20Extension.pdf,,POINT (-105.547832 38.998552)
KS,Coffey County,20031,county,2020/03/26,Shelter in Place,start,Coffey County Policy Start,wikidata,,POINT (-98.38018 38.484729)
CO,,,state,2020/04/01,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-105.547832 38.998552)
NE,,,state,2020/04/03,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-99.810595 41.527099)
SD,,,state,2020/04/15,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-100.230491 44.43614)
CT,,,state,2020/03/16,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-72.738288 41.575155)
MI,,,state,2020/03/16,Gyms,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-85.730977 44.874798)
IN,,,state,2020/03/30,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-86.2818 39.919991)
WV,,,state,2020/03/30,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-80.613729 38.642579)
AL,,,state,2020/09/30,Non-Essential Businesses,start,"Policy_Details: On 9/30 amended Safer at Home order issued by Scott Harris, State Health Officer (previous order was set to expire 10/2, only change is for HOSPITALS AND NURSING HOMES- Subject to restrictions, patients and residents will be allowed visits from one caregiver or one visitor at a time):
WHAT’S STAYING THE SAME:
EMPLOYERS
Businesses may open subject to sanitation and social-distancing guidelines
RETAIL STORES
May open subject to 50% occupancy rate, social-distancing and sanitation rules
CLOSE-CONTACT SERVICE PROVIDERS
Close-contact service providers (such as barber shops, hair salons, nail salons, tattoo services) may open
subject to social-distancing and sanitation rules and guidelines   Source information: https://governor.alabama.gov/assets/2020/09/GKI-0040-2020-Health-Order-Update-Nov-8-Horizontal-2.pdf,https://governor.alabama.gov/assets/2020/09/Safer-at-Home-Order-Final-9.29.2020.pdf","sip_submission_form: https://governor.alabama.gov/assets/2020/09/GKI-0040-2020-Health-Order-Update-Nov-8-Horizontal-2.pdf,https://governor.alabama.gov/assets/2020/09/Safer-at-Home-Order-Final-9.29.2020.pdf",,POINT (-86.844516 32.756889)
TN,,,state,2021/02/26,Houses of Worship,start,"Policy_Details: There shall be no requirement that a face covering be worn: i. Within one's residence or automobile, unless transporting others for hire; ii. By a child twelve (12) years of age or younger; iii. By someone who has trouble breathing due to an underlying health condition or another bona fide medical or health-related reason for not wearing a face covering; ic. By someone who is incapacitated or otherwise unable to remove the cloth face covering without assistance; v. While eating or drinking; vi. While outdoors, unless the person cannot substantially maintain appropriate social distancing from others outside of the person's household; vii. While working under conditions where appropriate social distancing from others outside of the person's household is substantially maintained; viii. In situations in which wearing a face covering poses a safety or security risk; ix. While in a house of worship unless required by that house of worship, but wearing a face covering in such locations is strongly encouraged; x. While in a voting site for the purpose of voting or administering an election but wearing a face covering in such locations is strongly encouraged.   Source information: https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee77.pdf",sip_submission_form: https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee77.pdf,,POINT (-86.343226 35.842998)
PR,,,state,2020/07/16,Phase 1,start,Policy_Details: government agency staff that employ emergency or essential services may return to work subject to restrictions    Source information: https://www.estado.pr.gov/en/executive-orders/,sip_submission_form: https://www.estado.pr.gov/en/executive-orders/,,POINT (-66.414655 18.215692)
PA,Lehigh,42077,county,2020/06/26,Phase 2,start,"Policy_Details: Lehigh County is moving into the green phase on June 26 Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-26/",sip_submission_form: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-26/,,POINT (-77.838886 40.896694)
NY,Richmond,36085,county,2020/06/08,Wholesale Trade,start,"Policy_Details: Construction
Agriculture, Forestry, Fishing and Hunting
Retail - (Limited to curbside or in-store pickup or drop off)
Manufacturing
Wholesale Trade Phase Level: 1, Phase Details Source information: https://forward.ny.gov/phase-one-industries",sip_submission_form: https://forward.ny.gov/phase-one-industries,,POINT (-75.59655 42.921241)
CO,Denver,08031,county,2020/06/06,Outdoor and Recreation,start,"Policy_Details: Jill Hunsaker Ryan announced that a new variance will be released in Denver County
-The variance is limited only to the approval of the Denver Zoo opening with restrictions while the rest of Denver County remains under the Safer at Home public health order
-Zoo may open with 300 ticket sales per hour 
-Employees and contracted workers shall be monitored daily for symptoms
-Ensure adequate staffing to monitor visitor traffic and disallow groups larger than 10 from gathering at an exhibit    Source information: https://covid19.colorado.gov/sites/covid19/files/documents/Denver%20Second%20Variance%20Decision.060620.pdf",sip_submission_form: https://covid19.colorado.gov/sites/covid19/files/documents/Denver%20Second%20Variance%20Decision.060620.pdf,,POINT (-105.547832 38.998552)
KY,,,state,2020/06/22,Food and Drink,start,"Policy_Details: Businesses (restaurants) that opened May 22 at 33% capacity can expand to 50% capacity a month later, on June 22, if they meet the guidelines.   Source information: https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=175, https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=156","sip_submission_form: https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=175, https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=156",,POINT (-85.290484 37.526683)
VA,,,state,2020/06/05,Phase 2,start,"Policy_Details: Governor Northam issued amended Executive Order 65 easing certain temporary restrictions on businesses Farmers markets may continue to operate On site shopping is allowed but social distancing must be practiced Employees and vendors must wear face coverings Vendors must supply hand sanitizer or hand washing stations for patrons/employees Cleaning and disinfection of frequently contacted surfaces must be conducted If any business can't adhere to these guidelines, they must close Phase Level: 2, Phase Details Source information: https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-65-and-Order-Of-Public-Health-Emergency-Six---AMENDED---Phase-Two-Easing-of-Certain-Temporary-Restrictions-Due-to-Novel-Coronavirus-(COVID-19).pdf",sip_submission_form: https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-65-and-Order-Of-Public-Health-Emergency-Six---AMENDED---Phase-Two-Easing-of-Certain-Temporary-Restrictions-Due-to-Novel-Coronavirus-(COVID-19).pdf,,POINT (-78.666382 37.510861)
UT,Emery,49015,county,2020/11/24,Childcare (K-12),start,"Policy_Details: - Masks required
- Extracurricular activities/sports require testing of players + coaches before participation
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
NE,Cedar,31027,county,2020/04/03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
PA,Butler County,42019,county,2020/03/27,Shelter in Place,start,Butler County Policy Start,wikidata,,POINT (-77.838886 40.896694)
MT,,,state,2020/03/28,Shelter in Place,start,State Policy Start,wikidata,,POINT (-109.645127 47.033521)
PA,Beaver County,42007,county,2020/03/28,Shelter in Place,start,Beaver County Policy Start,wikidata,,POINT (-77.838886 40.896694)
DC,,,state,2020/04/17,Mandate Face Mask Use By All Individuals In Public Spaces,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-77.016275 38.904785)
CA,,,state,2020/03/23,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-119.662127 37.211164)
NV,,,state,2020/03/12,State of Emergency,start,"Other measures and details for this policy include: keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-114.916992 39.283294)
NV,,,state,2020/05/09,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-114.916992 39.283294)
ID,Boundary,16021,county,2020/11/14,Phase 2,start,"Policy_Details: Gatherings of over 10 people are prohibited. Political activity, educational activity, athletics, and religious activity are exempt from the gathering limits. Public Health guidelines to be practiced in public include mask wearing, physical distancing, and frequent sanitation.Panhandle Health District recommends staying home if sick and frequent sanitation for both individuals and businesses.   Source information: https://panhandlehealthdistrict.org/wp-content/uploads/2020/11/stage-2-modified-order.pdf",sip_submission_form: https://panhandlehealthdistrict.org/wp-content/uploads/2020/11/stage-2-modified-order.pdf,4,POINT (-114.659366 44.389073)
ID,Caribou,16029,county,2020/10/27,Mask Requirement,start,"Policy_Details: Masks required in a public setting, especially when physical distancing is not possible (in businesses).   Source information: https://coronavirus.idaho.gov/wp-content/uploads/2020/10/stay-healthy-order-stage3_2020oct27.pdf",sip_submission_form: https://coronavirus.idaho.gov/wp-content/uploads/2020/10/stay-healthy-order-stage3_2020oct27.pdf,4,POINT (-114.659366 44.389073)
